raw_name,cleaned_name,type,variant,is_verified
Masala Chai Ice Cream (Regular Scoop (120gm)),Masala Chai Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,True
Coffee Mascarpone Ice Cream (Family Tub (500gms)),Coffee Mascarpone Ice Cream,Ice Cream,FAMILY_TUB_500GMS,True
Dates With Fig & Orange (Regular Tub (220gms)),Dates With Fig & Orange Eggless,Ice Cream,REGULAR_TUB_220GMS,True
Monkey Business Ice Cream (160gm),Monkey Business Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Chocolate Overload (160gm),Eggless Chocolate Overload Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Eggless Chocolate Overload (Family Tub (500gms)),Eggless Chocolate Overload Ice Cream,Ice Cream,FAMILY_TUB_500GMS,True
Strawberry Cream Cheese Ice Cream (Family Tub (500gms)),Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,FAMILY_TUB_500GMS,True
Pistachio Ice Cream (Mini Tub (160gms)),Pistachio Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Coffee Mascarpone Ice Cream (160gm),Coffee Mascarpone Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Old Fashion Vanilla Ice Cream (160gm),Old Fashion Vanilla Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Dates & Chocolate (Family Tub (500gms)),Dates & Chocolate Eggless,Ice Cream,FAMILY_TUB_500GMS,True
Old Fashion Vanilla Ice Cream (Regular Tub (220gms)),Old Fashion Vanilla Ice Cream,Ice Cream,REGULAR_TUB_220GMS,True
Cakes & Cookies Ice Cream (Mini tub (160gms)),Cakes & Cookies Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Fig & Orange Ice Cream (Mini Tub (160gms)),Eggless Fig & Orange Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Sunshine Limone Ice Cream (Mini Tub (160gms)),Sunshine Limone Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Eggless Chocolate Ice Cream (Perfect Plenty),Eggless Just Chocolate,Ice Cream,PERFECT_PLENTY_200GMS,True
Cakes & Cookies Ice Cream (Regular Scoop (120gm)),Cakes & Cookies Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,True
Orange &amp; Chocolate Cheesecake,Orange & Chocolate Cheesecake,Dessert,1_PIECE,True
Dates With Fig & Orange (Regular Scoop (120gm)),Dates With Fig & Orange Eggless,Ice Cream,REGULAR_SCOOP_120GMS,True
Takeaway Cup,Takeaway Cup,Extra,1_PIECE,True
Cakes & Cookies Ice Cream (Regular Tub (220gms)),Cakes & Cookies Ice Cream,Ice Cream,REGULAR_TUB_220GMS,True
Bean-to-Bar 70% Dark Chocolate Ice Cream (Perfect Plenty (300ml)),Bean-to-Bar Dark Chocolate Ice Cream,Ice Cream,PERFECT_PLENTY_300ML,True
Dates & Chocolate (Regular Tub (220gms)),Dates & Chocolate Eggless,Ice Cream,REGULAR_TUB_220GMS,True
Sunshine Limone Ice Cream (160gm),Sunshine Limone Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Strawberry Cream Cheese Ice Cream (160gm),Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Rose Cardamom Ice Cream (Regular Scoop (120gm)),Rose Cardamom Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,True
Dates & Chocolate (Mini tub (160gms)),Dates & Chocolate Eggless,Ice Cream,MINI_TUB_160GMS,True
Chocolate & Orange (contains Alcohol) (Mini Tub (160gms)),Chocolate & Orange (Contains Alcohol) Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Cakes & Cookies (160gm),Cakes & Cookies Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Masala Chai Ice Cream (160gm),Masala Chai Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Chocolate & Orange (contains Alcohol) (Regular Tub (220gms)),Chocolate & Orange (Contains Alcohol) Ice Cream,Ice Cream,REGULAR_TUB_220GMS,True
Eggless Coconut &amp; Pineapple Ice Cream (Mini Tub (160gms)),Eggless Coconut & Pineapple Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Curious Creations Duo,Design Your Indulgence Duo,Combo,DUO_200ML_200ML,True
Dates With Fig & Orange (Mini Tub (160gms)),Dates With Fig & Orange Eggless,Ice Cream,MINI_TUB_160GMS,True
Cherry & Chocolate Fudge Ice Cream (Mini Tub (160gms)),Cherry & Chocolate Fudge Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Rose Cardamom Ice Cream (Mini Tub (160gms)),Rose Cardamom Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Classic Night &amp; Day Duo,Design Your Indulgence Duo,Combo,DUO_200ML_200ML,True
Eggless Milk Chocolate Ice Cream 200ml,Eggless Milk Chocolate Ice Cream,Ice Cream,MINI_TUB_200ML,True
Bean-to-bar Chocolate Dark Ice Cream (Mini tub (160gms)),Bean-to-Bar Dark Chocolate Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Butter Waffle Cone (2pcs),Butter Waffle Cone,Extra,2_PIECES,True
Masala Chai Ice Cream (Mini Tub (160gms)),Masala Chai Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Monkey Business Ice Cream (Mini tub (160gms)),Monkey Business Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Bean-to-bar Dark Chocolate Ice Cream (Family Tub (500gms)),Bean-to-Bar Dark Chocolate Ice Cream,Ice Cream,FAMILY_TUB_500GMS,True
Just Chocolate Ice Cream (Family Tub (500gms)),Eggless Just Chocolate,Ice Cream,FAMILY_TUB_500GMS,True
Banoffee Ice Cream (Family Tub (500gms)),Eggless Banoffee Ice Cream,Ice Cream,FAMILY_TUB_500GMS,True
Just Chocolate Ice Cream (Junior Scoop (60gm)),Eggless Just Chocolate,Ice Cream,JUNIOR_SCOOP_60GMS,True
Dates With Fig & Orange (Family Tub (500gms)),Dates With Fig & Orange Eggless,Ice Cream,FAMILY_TUB_500GMS,True
Paan & Gulkand Ice Cream (Family Tub (500gms)),Eggless Paan & Gulkand Ice Cream,Ice Cream,FAMILY_TUB_500GMS,True
Pistachio Ice Cream (Family Tub (500gms)),Pistachio Ice Cream,Ice Cream,FAMILY_TUB_500GMS,True
Old Fashion Vanilla Ice Cream (Family Tub (500gms)),Old Fashion Vanilla Ice Cream,Ice Cream,FAMILY_TUB_500GMS,True
Bean-to-bar Chocolate Dark Ice Cream (Regular Scoop (120gm)),Bean-to-Bar Dark Chocolate Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,True
Pistachio Ice Cream (Mini tub (160gms)),Pistachio Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Chocolate & Orange (contains Alcohol) (Regular Scoop (120gm)),Chocolate & Orange (Contains Alcohol) Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,True
Paan & Gulkand Ice Cream (Mini Tub (160gms)),Eggless Paan & Gulkand Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Eggles Cherry & Chocolate 200ml,Eggless Cherry & Chocolate Ice Cream,Ice Cream,MINI_TUB_200ML,True
Egg Based Paan & Gulkand Ice Cream (Mini tub (160gms)),Eggless Paan & Gulkand Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Dates With Fig & Orange (160gm),Dates With Fig & Orange Eggless,Ice Cream,MINI_TUB_160GMS,True
Coffee Mascarpone Ice Cream (Junior Scoop (60gm)),Coffee Mascarpone Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,True
Eggless Coconut & Pineapple Ice Cream (Family Tub (500gms)),Eggless Coconut & Pineapple Ice Cream,Ice Cream,FAMILY_TUB_500GMS,True
Fig &amp; Orange Ice Cream (160gm),Eggless Fig & Orange Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Coconut &amp; Pineapple (160gm),Eggless Coconut & Pineapple Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Old Fashion Vanilla Ice Cream (Mini tub (160gms)),Old Fashion Vanilla Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Eggless Fig & Orange Ice Cream Small Scoop,Eggless Fig & Orange Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,True
Eggless Coconut & Pineapple Ice Cream (Junior Scoop (60gm)),Eggless Coconut & Pineapple Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,True
Cherry & Chocolate (160gm),Cherry & Chocolate Fudge Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Fig & Orange Ice Cream (Family Tub (500gms)),Eggless Fig & Orange Ice Cream,Ice Cream,FAMILY_TUB_500GMS,True
Bean-to-bar Chocolate Dark Ice Cream (Junior Scoop (60gm)),Bean-to-Bar Dark Chocolate Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,True
Strawberry Cream Cheese Ice Cream (Junior Scoop (60gm)),Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,True
Sunshine Limone Ice Cream (Junior Scoop (60gm)),Sunshine Limone Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,True
Eggless Kulfi Inspired Ice Cream (Regular Scoop),Eggless Kulfi Inspired Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,True
Fig & Orange Ice Cream (160gm),Eggless Fig & Orange Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Rose Cardamom Ice Cream (160gm),Rose Cardamom Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Chocolate & Orange With Alcohol (160gm),Chocolate & Orange (Contains Alcohol) Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Fudgy Chocolate Brownie (2pcs) - Round Shape,Fudgy Chocolate Brownie,Dessert,2_PIECES,True
Fudgy Chocolate Brownie (1pc),Fudgy Chocolate Brownie,Dessert,1_PIECE,True
Eggless Cherry & Chocolate Ice Cream Small Scoop,Eggless Cherry & Chocolate Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,True
Eggless Coffee Mascarpone Ice Cream (Mini tub (160gms)),Eggless Coffee Mascarpone Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Paan & Gulkand Ice Cream (Junior Scoop (60gm)),Eggless Paan & Gulkand Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,True
Chocolate & Orange (contains Alcohol) (Mini tub (160gms)),Chocolate & Orange (Contains Alcohol) Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Monkey Business Ice Cream (Family Tub (500gms)),Monkey Business Ice Cream,Ice Cream,FAMILY_TUB_500GMS,True
Banoffee Ice Cream (Junior Scoop (60gm)),Eggless Banoffee Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,True
Orange Ice Cream (with Alcohol) (Mini tub (160gms)),Orange (Contains Alcohol) Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Chocolate & Orange (contains Alcohol) (Junior Scoop (60gm)),Chocolate & Orange (Contains Alcohol) Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,True
Nonas Traditional Plum Cake (eggless) Contains Alcohol,Nonas Traditional Plum Cake Eggless Contains Alcohol,Dessert,1_PIECE,True
Eggless Paan & Gulkand Ice Cream Small Scoop,Eggless Paan & Gulkand Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,True
Egg Strawberry Cream Cheese Ice Cream (Regular Tub (220gms)),Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,REGULAR_TUB_220GMS,True
Eggless Chocolate Overload (Junior Scoop (60gm)),Eggless Chocolate Overload Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,True
Cherry & Chocolate Fudge Ice Cream (Junior Scoop (60gm)),Cherry & Chocolate Fudge Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,True
Eggless Coconut & Pineapple Ice Cream (Mini tub (160gms)),Eggless Coconut & Pineapple Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Orange Ice Cream (with Alcohol) (Regular Tub (220gms)),Orange (Contains Alcohol) Ice Cream,Ice Cream,REGULAR_TUB_220GMS,True
Egg Strawberry Cream Cheese Ice Cream (Mini tub (160gms)),Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Triple Chocolate Ice Cream (Mini tub (200ml)),Triple Chocolate Ice Cream,Ice Cream,MINI_TUB_200ML,True
D&n Traditional Plum Cake (eggless) Contains Alcohol,D&N Traditional Plum Cake Eggless Contains Alcohol,Dessert,1_PIECE,True
Eggless Chocolate Ice Cream (Family Feast (725ml)),Eggless Just Chocolate,Ice Cream,FAMILY_TUB_725ML,True
Dates With Fig &amp; Orange (Mini Tub (160gms)),Dates With Fig & Orange Eggless,Ice Cream,MINI_TUB_160GMS,True
Just Chocolate Ice Cream (Regular Scoop (120gm)),Eggless Just Chocolate,Ice Cream,REGULAR_SCOOP_120GMS,True
Monkey Business Ice Cream (Junior Scoop (60gm)),Monkey Business Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,True
D&amp;N Traditional Plum Cake (Eggless) Contains Alcohol,D&N Traditional Plum Cake Eggless Contains Alcohol,Dessert,1_PIECE,True
Fig &amp; Orange Ice Cream (Regular Tub (220gms)),Eggless Fig & Orange Ice Cream,Ice Cream,REGULAR_TUB_220GMS,True
Masala Chai Ice Cream (Regular Tub (220gms)),Masala Chai Ice Cream,Ice Cream,REGULAR_TUB_220GMS,True
Rose Cardamom Ice Cream (Regular Tub (220gms)),Rose Cardamom Ice Cream,Ice Cream,REGULAR_TUB_220GMS,True
Chocolate Overload (Mini Tub (160gms)),Eggless Chocolate Overload Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Chocolate Overload (Regular Tub (220gms)),Eggless Chocolate Overload Ice Cream,Ice Cream,REGULAR_TUB_220GMS,True
Dates Rose & Nuts Ice Cream (Mini tub (160gms)),Dates Rose & Nuts Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Cakes & Cookies Ice Cream (160gm),Cakes & Cookies Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Orange Ice Cream (with Alcohol) (Regular Scoop (120gm)),Orange (Contains Alcohol) Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,True
Cakes & Cookies Ice Cream Small Scoop,Cakes & Cookies Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,True
Eggless Coconut & Pineapple Small Scoop,Eggless Coconut & Pineapple Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,True
Dates Rose & Nuts Ice Cream (Regular Scoop (120gm)),Dates Rose & Nuts Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,True
Old Fashion Vanilla Ice Cream (Family Feast (725ml)),Old Fashion Vanilla Ice Cream,Ice Cream,FAMILY_TUB_725ML,True
Classic Brownie & Ice Cream With Fudge Sauce,Classic Brownie & Ice Cream With Fudge Sauce,Ice Cream,1_PIECE,True
D&n Traditional Plum Cake (eggless) 325gm Contains Alcohol,D&N Traditional Plum Cake Eggless 325gm Contains Alcohol,Dessert,1_PIECE,True
Masala Chai Ice Cream (Mini tub (160gms)),Masala Chai Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Dates With Fig & Orange (Mini tub (160gms)),Dates With Fig & Orange Eggless,Ice Cream,MINI_TUB_160GMS,True
Eggless Coffee Mascarpone Ice Cream (Family Tub (500gms)),Eggless Coffee Mascarpone Ice Cream,Ice Cream,FAMILY_TUB_500GMS,True
Cappuccino,Cappuccino,Drinks,1_PIECE,True
Bean-to-Bar Dark Chocolate Ice Cream (Regular Tub (220gms)),Bean-to-Bar Dark Chocolate Ice Cream,Ice Cream,REGULAR_TUB_220GMS,True
Americano,Americano,Drinks,1_PIECE,True
D&n Traditional Plum Cake (eggless) 310gm Contains Alcohol,D&N Traditional Plum Cake Eggless 310gm Contains Alcohol,Dessert,1_PIECE,True
Chocolate Overload (Family Tub (500gms)),Eggless Chocolate Overload Ice Cream,Ice Cream,FAMILY_TUB_500GMS,True
Chocolate & Orange (contains Alcohol) Ice Cream (Mini Tub (160gms)),Chocolate & Orange (Contains Alcohol) Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Strawberry Cream Cheese Ice Cream (Perfect Plenty (300ml)),Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,PERFECT_PLENTY_300ML,True
Coffee Banana Cheesecake,Coffee Banana Cheesecake,Dessert,1_PIECE,True
Chocolate & Orange (contains Alcohol) Ice Cream (Regular Tub (220gms)),Chocolate & Orange (Contains Alcohol) Ice Cream,Ice Cream,REGULAR_TUB_220GMS,True
Chocolate Overload Ice Cream (Mini Tub (160gms)),Eggless Chocolate Overload Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Just Chocolate (160gm),Eggless Just Chocolate,Ice Cream,MINI_TUB_160GMS,True
Dates Rose & Nuts Ice Cream (Mini Tub (160gms)),Dates Rose & Nuts Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Coconut & Pineapple Ice Cream (Mini Tub (160gms)),Eggless Coconut & Pineapple Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Classic Brownie & Vanilla Ice Cream With Fudge Sauce,Classic Brownie & Ice Cream With Fudge Sauce,Ice Cream,1_PIECE,True
Classic Brownie &amp; Vanilla Ice Cream With Fudge Sauce,Classic Brownie & Ice Cream With Fudge Sauce,Ice Cream,1_PIECE,True
Chocolate &amp; Orange (Contains Alcohol) Ice Cream (Mini Tub (160gms)),Chocolate & Orange (Contains Alcohol) Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Coconut & Pineapple Ice Cream (Regular Tub (220gms)),Eggless Coconut & Pineapple Ice Cream,Ice Cream,REGULAR_TUB_220GMS,True
Dates & Chocolate (Junior Scoop (60gm)),Dates & Chocolate Eggless,Ice Cream,JUNIOR_SCOOP_60GMS,True
Chocolate Overload Ice Cream (Family Tub (500gms)),Eggless Chocolate Overload Ice Cream,Ice Cream,FAMILY_TUB_500GMS,True
Cherry & Chocolate Fudge Ice Cream (Family Tub (500gms)),Cherry & Chocolate Fudge Ice Cream,Ice Cream,FAMILY_TUB_500GMS,True
Fig & Orange Ice Cream (Junior Scoop (60gm)),Eggless Fig & Orange Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,True
Egg Based Paan & Gulkand Ice Cream (Regular Tub (220gms)),Eggless Paan & Gulkand Ice Cream,Ice Cream,REGULAR_TUB_220GMS,True
Chocolate Overload Ice Cream (Regular Tub (220gms)),Eggless Chocolate Overload Ice Cream,Ice Cream,REGULAR_TUB_220GMS,True
Brownie & Vanilla Ice Cream With Fudge Sauce. It's Classic !,Classic Brownie & Ice Cream With Fudge Sauce,Ice Cream,1_PIECE,True
Fig &amp; Orange Ice Cream 200ml,Eggless Fig & Orange Ice Cream,Ice Cream,MINI_TUB_200ML,True
Ice Cream Factory Visit & Trials (single),Ice Cream Factory Visit & Trials,Service,SINGLE,True
Eggless Cherry &amp; Chocolate 200ml,Eggless Cherry & Chocolate Ice Cream,Ice Cream,MINI_TUB_200ML,True
Old Fashion Vanilla Ice Cream (Family Feast),Old Fashion Vanilla Ice Cream,Ice Cream,FAMILY_TUB_725ML,True
Rose Cardamom Ice Cream (Perfect Plenty),Rose Cardamom Ice Cream,Ice Cream,PERFECT_PLENTY_200GMS,True
Eggless Cherry &amp; Chocolate Ice Cream (Perfect Plenty (300ml)),Eggless Cherry & Chocolate Ice Cream,Ice Cream,PERFECT_PLENTY_300ML,True
Bean-to-Bar 70% Dark Chocolate Ice Cream (Family Feast (725ml)),Bean-to-Bar Dark Chocolate Ice Cream,Ice Cream,FAMILY_TUB_725ML,True
Pistachio Ice Cream (Family Feast),Pistachio Ice Cream,Ice Cream,FAMILY_TUB_725ML,True
Rose Cardamom Ice Cream (Family Feast (725ml)),Rose Cardamom Ice Cream,Ice Cream,FAMILY_TUB_725ML,True
Curious Creations Duo Ice Creams (200ml+200ml),Design Your Indulgence Duo,Combo,DUO_200ML_200ML,True
Classic Night & Day Duo Ice Creams (200ml+200ml),Design Your Indulgence Duo,Combo,DUO_200ML_200ML,True
Masala Chai Ice Cream Small Scoop,Masala Chai Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,True
Eggless Old Fashion Vanila Ice Cream (Family Feast),Eggless Old Fashion Vanilla Ice Cream,Ice Cream,FAMILY_TUB_725ML,True
Coconut &amp; Pineapple Ice Cream (Mini Tub (160gms)),Eggless Coconut & Pineapple Ice Cream,Ice Cream,MINI_TUB_160GMS,True
Hot Chocolate,Hot Chocolate,Drinks,1_PIECE,True
3 Flavors In One Tub Combo,3 Flavors In One Tub Combo,Combo,1_PIECE,True
Dates Rose & Nuts Ice Cream (Regular Tub (220gms)),Dates Rose & Nuts Ice Cream,Ice Cream,REGULAR_TUB_220GMS,True
Chocolate & Orange (contains Alcohol) Ice Cream (Regular Scoop (120gm)),Chocolate & Orange (Contains Alcohol) Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,True
Just Chocolate (andra) Ice Cream (Regular Tub (220gms)),Just Chocolate (andra) Ice Cream,Ice Cream,REGULAR_TUB_220GMS,True
Brownie & Vanilla Ice Cream With Fudge Sauce. It's A Classic !,Brownie & Vanilla Ice Cream With Fudge Sauce. It's A Classic !,Ice Cream,1_PIECE,True
Sunshine Limone Ice Cream (Family Tub (500gms)),Sunshine Limone Ice Cream,Ice Cream,FAMILY_TUB_500GMS,True
Butter Waffle Cones,Butter Waffle Cone,Extra,1_PIECE,True
Cakes & Cookies,Cakes & Cookies Ice Cream,Ice Cream,1_PIECE,True
Banoffee Ice Cream,Eggless Banoffee Ice Cream,Ice Cream,1_PIECE,True
Dates & Chocolate,Dates & Chocolate Eggless,Ice Cream,1_PIECE,True
Cherry & Chocolate,Cherry & Chocolate Fudge Ice Cream,Ice Cream,1_PIECE,True
Coconut & Pineapple,Eggless Coconut & Pineapple Ice Cream,Ice Cream,1_PIECE,True
Coffee Mascarpone,Coffee Mascarpone Ice Cream,Ice Cream,1_PIECE,True
Eggless Cherry & Chocolate,Eggless Cherry & Chocolate Ice Cream,Ice Cream,1_PIECE,True
Eggless Coconut & Pineapple,Eggless Coconut & Pineapple Ice Cream,Ice Cream,1_PIECE,True
Chocolate Overload,Eggless Chocolate Overload Ice Cream,Ice Cream,1_PIECE,True
Eggless Coconut & Pineapple Ice Cream (navratri),Eggless Coconut & Pineapple Ice Cream,Ice Cream,1_PIECE,True
Eggless Coconut & Pineapple Ice Cream (Navratri),Eggless Coconut & Pineapple Ice Cream,Ice Cream,1_PIECE,True
Eggless Chocolate Overload,Eggless Chocolate Overload Ice Cream,Ice Cream,1_PIECE,True
Eggless Coffee Mascarpone Ice Cream (navratri),Eggless Coffee Mascarpone Ice Cream,Ice Cream,1_PIECE,True
Fig & Orange,Eggless Fig & Orange Ice Cream,Ice Cream,1_PIECE,True
Eggless Fig & Orange Ice Cream (navratri),Eggless Fig & Orange Ice Cream,Ice Cream,1_PIECE,True
Eggless Paan & Gulkand Ice Cream (navratri),Eggless Paan & Gulkand Ice Cream,Ice Cream,1_PIECE,True
Just Chocolate,Eggless Just Chocolate,Ice Cream,1_PIECE,True
Eggless Fig & Orange,Eggless Fig & Orange Ice Cream,Ice Cream,1_PIECE,True
Eggless Strawberry Cream Cheese,Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,1_PIECE,True
Eggless Strawberry Cream Cheese Ice Cream (navratri),Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,1_PIECE,True
Eggless Milk Chocolate,Eggless Milk Chocolate Ice Cream,Ice Cream,1_PIECE,True
Old Fashion Vanilla,Old Fashion Vanilla Ice Cream,Ice Cream,1_PIECE,True
Pistachio Ice Cream Ice Cream,Pistachio Ice Cream,Ice Cream,1_PIECE,True
Egg Based Paan & Gulkand Ice Cream,Eggless Paan & Gulkand Ice Cream,Ice Cream,1_PIECE,True
Bean-to-Bar 70% Dark Chocolate Ice Cream,Bean-to-Bar Dark Chocolate Ice Cream,Ice Cream,1_PIECE,True
Classic Night & Day Duo,Design Your Indulgence Duo,Combo,1_PIECE,True
Design Your Indulgence Duo Ice Creams,Design Your Indulgence Duo,Combo,1_PIECE,True
Eggless Design Your Indulgence Duo Ice Creams,Eggless Design Your Indulgence Duo,Combo,1_PIECE,True
Curious Creations Duo Ice Creams,Design Your Indulgence Duo,Combo,1_PIECE,True
Classic Night & Day Duo Ice Creams,Design Your Indulgence Duo,Combo,1_PIECE,True
Coconut & Pineapple Ice Cream,Eggless Coconut & Pineapple Ice Cream,Ice Cream,1_PIECE,True
Chocolate Overload Ice Cream,Eggless Chocolate Overload Ice Cream,Ice Cream,1_PIECE,True
Fig & Orange Ice Cream,Eggless Fig & Orange Ice Cream,Ice Cream,1_PIECE,True
Dates With Fig & Orange,Dates With Fig & Orange Eggless,Ice Cream,1_PIECE,True
Just Chocolate Ice Cream,Eggless Just Chocolate,Ice Cream,1_PIECE,True
Eggless Chocolate Ice Cream,Eggless Just Chocolate,Ice Cream,1_PIECE,True
Egg Strawberry Cream Cheese Ice Cream,Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,1_PIECE,True
Paan & Gulkand Ice Cream,Eggless Paan & Gulkand Ice Cream,Ice Cream,1_PIECE,True
Strawberry Cream Cheese Ice Cream,Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,1_PIECE,True
