parent_cluster_name,parent_cluster_type,child_cluster_name,menu_item_id,variant_id,mapping_count,verified_mapping_count,source_item_count,source_item_ids,source_item_kinds,item_row_count,addon_row_count,raw_name_count,raw_names,historical_merged_source_count,historical_merged_source_names
Eggless Coffee Mascarpone Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,4,4,4,1285048022 | 41cf69a4-7008-5928-84c1-4caf7a8647df | 54290378 | a352c745-890c-57a5-b5ee-450f633ec0b6,addon | item | unknown,10,18,3,Eggless Coffee Mascarpone Ice Cream (Junior Scoop (60gm)) | Eggless Coffee Mascarpone Ice Cream (Junior Scoop) | Eggless Coffee Mascarpone Ice Cream Small Scoop,2,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,MINI_TUB_160GMS,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,a1df2a57-b94a-56db-b890-3cba1e7aa15c,1,1,1,c2928346-f269-556b-bb16-8d7905e3a806,unknown,0,0,0,,2,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,MINI_TUB_200ML,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,74f43046-a2ff-5e69-9b78-1724b6f0a030,9,9,9,1284985314 | 51217644 | 51217650 | 51949298 | 51975419 | 51975430 | 51975431 | 51975432 | 52320264,addon | item,73,69,4,Eggless Coffee Mascarpone Ice Cream (Mini Tub (160gms)) | Eggless Coffee Mascarpone Ice Cream (Mini tub (160gms)) | Eggless Coffee Mascarpone Ice Cream (Mini tub (200ml)) | Eggless Coffee Mascarpone Ice Cream 200ml,2,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,b747b32a-ee01-59b9-b443-75581bb57863,1,1,1,1284985315,item,74,0,2,Eggless Coffee Mascarpone Ice Cream (Regular Scoop (120gm)) | Eggless Coffee Mascarpone Ice Cream (Regular Scoop),2,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,REGULAR_TUB_300ML,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,95cd7af2-383e-5449-893f-83f53bb658bf,1,1,1,1283123230,item,134,0,6,Eggless Coffee Mascarpone Ice Cream (Perfect Plenty (200gms)) | Eggless Coffee Mascarpone Ice Cream (Perfect Plenty (300ml)) | Eggless Coffee Mascarpone Ice Cream (Perfect Plenty) | Eggless Coffee Mascarpone Ice Cream (Regular Tub (220gms)) | Eggless Coffee Mascarpone Ice Cream (Regular Tub (300ml)) | Eggless Coffee Mascarpone Ice Cream (navratri) (Regular Tub (300ml)),2,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Design Your Indulgence Duo Ice Creams,Combo,DUO_200ML_200ML,352d7c2f-4f89-5cf1-bfe5-1f0b84cc05bb,d755256f-e108-56e3-b125-be7736f091af,1,1,1,1284128669,item,104,0,2,Eggless Design Your Indulgence Duo | Eggless Design Your Indulgence Duo Ice Creams (200ml+200ml),0,
Eggless Fig & Orange Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,c49be7fe-2ec3-52b1-8557-dd6485828789,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,2,2,2,1285041580 | 5e83a316-9dad-597a-ab5c-5bbccc4a1544,item | unknown,7,0,2,Eggless Fig Orange Ice Cream (Junior Scoop) | Fig & Orange Ice Cream (Junior Scoop (60gm)),1,Eggless Fig & Orange
Eggless Fig & Orange Ice Cream,Ice Cream,MINI_TUB_200ML,c49be7fe-2ec3-52b1-8557-dd6485828789,74f43046-a2ff-5e69-9b78-1724b6f0a030,3,3,3,53507744 | 55826298 | 55826299,addon,0,15,3,Eggless Fig & Orange 200ml | Eggless Fig &amp; Orange 200ml | Fig &amp; Orange 200ml,1,Eggless Fig & Orange
Eggless Just Chocolate,Ice Cream,JUNIOR_SCOOP_60GMS,d09315ed-ca80-55d8-9bf6-95b2d11f5627,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,2,2,2,22417fd7-a851-5881-92b5-ed3f01b6a7e2 | 54290391,addon | unknown,0,11,2,Eggless Just Chocolate Small Scoop | Just Chocolate (andra) (60gm),0,
Eggless Just Chocolate,Ice Cream,MINI_TUB_200ML,d09315ed-ca80-55d8-9bf6-95b2d11f5627,74f43046-a2ff-5e69-9b78-1724b6f0a030,2,2,2,54440584 | 54440585,addon,0,12,1,Eggless Just Chocolate 200ml,0,
Eggless Kulfi Inspired Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,6e62d989-db42-5d76-88e0-4fe6587c97f7,b747b32a-ee01-59b9-b443-75581bb57863,1,1,1,1285670482,item,3,0,1,Eggless Kulfi Inspired Ice Cream (Regular Scoop),0,
Eggless Milk Chocolate Ice Cream,Ice Cream,MINI_TUB_200ML,df01e5ca-e222-5516-8bc6-3b52ed9e3262,74f43046-a2ff-5e69-9b78-1724b6f0a030,1,1,1,51217677,addon,0,1,1,Eggless Milk Chocolate Ice Cream 200ml,0,
Eggless Old Fashion Vanilla Ice Cream,Ice Cream,FAMILY_TUB_725ML,bce18e8a-f930-5b4f-98ae-f89aa6925fe2,b43993c2-8f3b-541e-af64-c9599eba6e7d,1,1,1,1283123373,item,1,0,1,Eggless Old Fashion Vanila Ice Cream (Family Feast),0,
Eggless Old Fashion Vanilla Ice Cream,Ice Cream,PERFECT_PLENTY_300ML,bce18e8a-f930-5b4f-98ae-f89aa6925fe2,c6438ece-1c0e-5db1-860f-27f45090a616,1,1,1,1283123372,item,2,0,1,Eggless Old Fashion Vanila Ice Cream (Perfect Plenty (300ml)),0,
Eggless Old Fashion Vanilla Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,bce18e8a-f930-5b4f-98ae-f89aa6925fe2,b747b32a-ee01-59b9-b443-75581bb57863,1,1,1,1285048167,item,3,0,1,Eggless Old Fashion Vanila Ice Cream (Regular Scoop),0,
Eggless Paan & Gulkand Ice Cream,Ice Cream,FAMILY_TUB_725ML,b232792d-48d5-5c35-ab86-144a6fb1e43d,b43993c2-8f3b-541e-af64-c9599eba6e7d,1,1,1,1283123365,item,40,0,6,Eggless Paan & Gulkand Ice Cream (Family Feast (725ml)) | Eggless Paan & Gulkand Ice Cream (Family Feast) | Eggless Paan & Gulkand Ice Cream (Family Tub (700ml)) | Eggless Paan & Gulkand Ice Cream (Family Tub (725ml)) | Eggless Paan & Gulkand Ice Cream (navratri) (Family Tub (725ml)) | Paan & Gulkand Ice Cream (Family Tub (500gms)),0,
Eggless Paan & Gulkand Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,b232792d-48d5-5c35-ab86-144a6fb1e43d,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,4,4,4,1285048068 | 44abde53-30c2-510f-94c7-7d05d26b4ebc | 54290379 | a76f1a7d-0a75-5abb-9433-0c0cdbe9c449,addon | item | unknown,12,25,3,Eggless Paan & Gulkand Ice Cream (Junior Scoop) | Eggless Paan &amp; Gulkand Ice Cream Small Scoop | Paan & Gulkand Ice Cream (Junior Scoop (60gm)),0,
Eggless Paan & Gulkand Ice Cream,Ice Cream,MINI_TUB_200ML,b232792d-48d5-5c35-ab86-144a6fb1e43d,74f43046-a2ff-5e69-9b78-1724b6f0a030,11,11,11,1284985325 | 51217614 | 51217629 | 51217645 | 51217652 | 51492579 | 51949299 | 51975421 | 51975436 | 51975437 | 51975438,addon | item,143,95,6,Eggless Paan & Gulkand Ice Cream (Mini Indulgence (200ml)) | Eggless Paan & Gulkand Ice Cream (Mini tub (200ml)) | Eggless Paan & Gulkand Ice Cream 200ml | Eggless Paan &amp; Gulkand Ice Cream 200ml | Paan & Gulkand Ice Cream (Mini Tub (160gms)) | Paan & Gulkand Ice Cream (Mini tub (160gms)),0,
Eggless Paan & Gulkand Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,b232792d-48d5-5c35-ab86-144a6fb1e43d,b747b32a-ee01-59b9-b443-75581bb57863,1,1,1,1284985326,item,185,0,2,Eggless Paan & Gulkand Ice Cream (Regular Scoop) | Paan & Gulkand Ice Cream (Regular Scoop (120gm)),0,
Eggless Paan & Gulkand Ice Cream,Ice Cream,REGULAR_TUB_300ML,b232792d-48d5-5c35-ab86-144a6fb1e43d,95cd7af2-383e-5449-893f-83f53bb658bf,1,1,1,1283123364,item,194,0,8,Eggless Paan & Gulkand Ice Cream (Perfect Plenty (300ml)) | Eggless Paan & Gulkand Ice Cream (Perfect Plenty) | Eggless Paan & Gulkand Ice Cream (Regular Tub (220gms)) | Eggless Paan & Gulkand Ice Cream (Regular Tub (300ml)) | Eggless Paan & Gulkand Ice Cream (navratri) (Regular Tub (300ml)) | Eggless Paan &amp; Gulkand Ice Cream (Perfect Plenty (200gms)) | Eggless Paan &amp; Gulkand Ice Cream (Perfect Plenty (300ml)) | Paan & Gulkand Ice Cream (Regular Tub (220gms)),0,
Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,FAMILY_TUB_725ML,bb65ae9b-3a09-5e7a-96ec-82aa8beab2e1,b43993c2-8f3b-541e-af64-c9599eba6e7d,1,1,1,1283123385,item,49,0,6,Eggless Strawberry Cream Cheese Ice Cream (Family Feast (725ml)) | Eggless Strawberry Cream Cheese Ice Cream (Family Feast) | Eggless Strawberry Cream Cheese Ice Cream (Family Tub (700ml)) | Eggless Strawberry Cream Cheese Ice Cream (Family Tub (725ml)) | Eggless Strawberry Cream Cheese Ice Cream (navratri) (Family Tub (725ml)) | Strawberry Cream Cheese Ice Cream (Family Tub (500gms)),2,Eggless Strawberry Cream Cheese | Strawberry Sample
Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,bb65ae9b-3a09-5e7a-96ec-82aa8beab2e1,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,3,3,3,1285048082 | 54290377 | fa24d0c0-4702-50ca-857e-72e45dc10274,addon | item | unknown,26,32,4,Eggless Strawberry Cream Cheese Ice Cream (Junior Scoop) | Eggless Strawberry Cream Cheese Small Scoop | Strawberry Cream Cheese (60gm) | Strawberry Cream Cheese Ice Cream (Junior Scoop (60gm)),2,Eggless Strawberry Cream Cheese | Strawberry Sample
Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,MINI_TUB_200ML,bb65ae9b-3a09-5e7a-96ec-82aa8beab2e1,74f43046-a2ff-5e69-9b78-1724b6f0a030,13,13,13,1284985341 | 51217612 | 51217625 | 51217646 | 51217654 | 51492577 | 51949300 | 51975420 | 51975433 | 51975434 | 51975435 | 52320265 | 52700804,addon | item,277,91,5,Eggless Strawberry Cream Cheese Ice Cream (Mini Indulgence (200ml)) | Eggless Strawberry Cream Cheese Ice Cream (Mini tub (200ml)) | Eggless Strawberry Cream Cheese Ice Cream 200ml | Strawberry Cream Cheese Ice Cream (Mini Tub (160gms)) | Strawberry Cream Cheese Ice Cream (Mini tub (160gms)),2,Eggless Strawberry Cream Cheese | Strawberry Sample
Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,bb65ae9b-3a09-5e7a-96ec-82aa8beab2e1,b747b32a-ee01-59b9-b443-75581bb57863,1,1,1,1284985342,item,313,0,2,Eggless Strawberry Cream Cheese Ice Cream (Regular Scoop) | Strawberry Cream Cheese Ice Cream (Regular Scoop (120gm)),2,Eggless Strawberry Cream Cheese | Strawberry Sample
Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,REGULAR_TUB_300ML,bb65ae9b-3a09-5e7a-96ec-82aa8beab2e1,95cd7af2-383e-5449-893f-83f53bb658bf,1,1,1,1283123384,item,351,0,6,Eggless Strawberry Cream Cheese Ice Cream (Perfect Plenty (200gms)) | Eggless Strawberry Cream Cheese Ice Cream (Perfect Plenty (300ml)) | Eggless Strawberry Cream Cheese Ice Cream (Perfect Plenty) | Eggless Strawberry Cream Cheese Ice Cream (Regular Tub (300ml)) | Eggless Strawberry Cream Cheese Ice Cream (navratri) (Regular Tub (300ml)) | Strawberry Cream Cheese Ice Cream (Regular Tub (220gms)),2,Eggless Strawberry Cream Cheese | Strawberry Sample
Employee Dessert ( Any 1 ),Dessert,1_PIECE,333fab67-306a-5a00-9e14-488ac4927ab6,f8b92f1e-8f3b-5a1c-8615-215dd0b3a4cc,1,1,1,1292464076,item,47,0,1,Employee Dessert ( Any 1 ),0,
Fig & Orange Ice Cream,Ice Cream,FAMILY_TUB_725ML,af249e85-4855-5076-867f-139e7e79da37,b43993c2-8f3b-541e-af64-c9599eba6e7d,1,1,1,1282581641,item,11,0,4,Fig & Orange Ice Cream (Family Tub (500gms)) | Fig Orange Ice Cream (Family Feast (550gms)) | Fig Orange Ice Cream (Family Feast (725ml)) | Fig Orange Ice Cream (Family Tub (725ml)),3,Fig & Orange | Fig & Orange (60gm) | Fig & Orange Sample
Fig & Orange Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,af249e85-4855-5076-867f-139e7e79da37,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,2,2,2,5285e894-3993-522e-a621-01759240e55a | 54290386,addon | unknown,0,12,4,Eggless Fig & Orange Ice Cream Small Scoop | Eggless Fig &amp; Orange Ice Cream Small Scoop | Fig & Orange (60gm) | Fig &amp; Orange Ice Cream Small Scoop,3,Fig & Orange | Fig & Orange (60gm) | Fig & Orange Sample
Fig & Orange Ice Cream,Ice Cream,MINI_TUB_160GMS,af249e85-4855-5076-867f-139e7e79da37,a1df2a57-b94a-56db-b890-3cba1e7aa15c,3,3,3,26706441-317b-56c7-a919-a15c4c5aff5b | 3a26066b-ac9b-56b6-a341-3cfc5590723f | bd7b2544-405e-5b1f-ad4d-07bee01b06da,unknown,0,0,0,,3,Fig & Orange | Fig & Orange (60gm) | Fig & Orange Sample
Fig & Orange Ice Cream,Ice Cream,MINI_TUB_200ML,af249e85-4855-5076-867f-139e7e79da37,74f43046-a2ff-5e69-9b78-1724b6f0a030,9,9,9,1284985010 | 51217616 | 51217633 | 51217661 | 51492581 | 53507745 | 53507746 | 53507747 | 53507748,addon | item,111,72,11,Eggless Fig & Orange 200ml | Eggless Fig & Orange Ice Cream 200ml | Eggless Fig &amp; Orange 200ml | Eggless Fig Orange Ice Cream (Mini tub (200ml)) | Fig & Orange 200ml | Fig & Orange Ice Cream (Mini Tub (160gms)) | Fig & Orange Ice Cream (Mini tub (160gms)) | Fig & Orange Ice Cream 200ml | Fig &amp; Orange 200ml | Fig &amp; Orange Ice Cream 200ml | Fig Orange Ice Cream (Mini tub (200ml)),3,Fig & Orange | Fig & Orange (60gm) | Fig & Orange Sample
Fig & Orange Ice Cream,Ice Cream,PERFECT_PLENTY_200GMS,af249e85-4855-5076-867f-139e7e79da37,0a41ed3b-37e4-540b-bc5c-407631835802,1,1,1,1282581639,item,150,0,11,Eggless Fig & Orange Ice Cream (Regular Tub (300ml)) | Eggless Fig & Orange Ice Cream (navratri) (Regular Tub (300ml)) | Eggless Fig &amp; Orange Ice Cream (Regular Tub (300ml)) | Eggless Fig Orange Ice Cream (Regular Tub (300ml)) | Fig & Orange Ice Cream (Regular Tub (220gms)) | Fig &amp; Orange Ice Cream (Regular Tub (220gms)) | Fig Orange Ice Cream (Perfect Plenty (200gms)) | Fig Orange Ice Cream (Perfect Plenty (300ml)) | Fig Orange Ice Cream (Perfect Plenty) | Fig Orange Ice Cream (Regular Tub (300ml)) | Fig Orange Ice Cream (Regular),3,Fig & Orange | Fig & Orange (60gm) | Fig & Orange Sample
Fig & Orange Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,af249e85-4855-5076-867f-139e7e79da37,b747b32a-ee01-59b9-b443-75581bb57863,1,1,1,1284985133,item,177,0,3,Eggless Fig Orange Ice Cream (Regular Scoop) | Fig & Orange Ice Cream (Regular Scoop (120gm)) | Fig Orange Ice Cream (Regular Scoop),3,Fig & Orange | Fig & Orange (60gm) | Fig & Orange Sample
Fudgy Chocolate Brownie,Dessert,1_PIECE,1182c413-4f67-5339-adb3-b4329846ab53,f8b92f1e-8f3b-5a1c-8615-215dd0b3a4cc,4,4,4,1293968810 | 60840446 | 60841060 | b48d80d1-5208-54f6-9df9-d1e82b43ff05,addon | item | unknown,45,4,2,Fudgy Chocolate Brownie | Fudgy Chocolate Brownie (1pc),0,
Fudgy Chocolate Brownie,Dessert,2_PIECES,1182c413-4f67-5339-adb3-b4329846ab53,5f354550-0f38-58c3-ad16-97672a66817d,1,1,1,1295954711,item,91,0,1,Fudgy Chocolate Brownie (2pcs) - Round Shape,0,
Go Bananas Ice Cream,Ice Cream,MINI_TUB_200ML,43b1f9c5-9438-5be8-bc91-488ff9c56d3d,74f43046-a2ff-5e69-9b78-1724b6f0a030,2,2,2,51217619 | 51217639,addon,0,2,1,Go Bananas Ice Cream 200ml,0,
Half In Half Regular Scoop Combo,Combo,REGULAR_SCOOP_120GMS,32941b27-b380-5495-add7-8022f4c99487,b747b32a-ee01-59b9-b443-75581bb57863,1,1,1,1285947613,item,376,0,1,Half In Half Regular Scoop Combo,0,
Hot Chocolate,Drinks,1_PIECE,113d84b7-b764-54a0-aeab-d349fec36b83,f8b92f1e-8f3b-5a1c-8615-215dd0b3a4cc,1,1,1,1298172691,item,6,0,1,Hot Chocolate,0,
Hot Chocolate Fudge Sauce,Extra,250GMS,69b53068-1808-5967-a7b4-6d827ae0098b,41b9844c-f8f1-543a-8f80-fec32f9f18e3,1,1,1,1293968811,item,1,0,1,Hot Chocolate Fudge Sauce (250gm),0,
Hot Chocolate Fudge Sauce 50gm,Extra,1_PIECE,68e9f641-0d12-5699-bda0-0fc452640a25,f8b92f1e-8f3b-5a1c-8615-215dd0b3a4cc,1,1,1,1298471396,item,15,0,1,Hot Chocolate Fudge Sauce 50gm,0,
Ice Cream Cake,Ice Cream,1KG,1f051617-9f42-5495-984d-01f0b811f45f,4398d6ab-f481-5179-9903-084067113cc0,1,1,1,1290957951,item,1,0,1,Ice Cream Cake 1kg,0,
Ice Cream Cake,Ice Cream,400GMS,1f051617-9f42-5495-984d-01f0b811f45f,4442990c-72cc-5474-a4f2-1a429caac09a,1,1,1,1289378563,item,2,0,1,Ice Cream Cake 400gm,0,
Ice Cream Factory Visit & Trials,Service,FAMILY,9dfd092f-1a87-5eec-9536-b4f0acb02f6c,190eb2e5-5671-55be-ac33-57907b87a2ce,1,1,1,1282786652,item,9,0,1,Ice Cream Factory Visit & Trials(family),0,
Ice Cream Factory Visit & Trials,Service,SINGLE,9dfd092f-1a87-5eec-9536-b4f0acb02f6c,f2a1ea5a-2b0b-562d-8c50-808760640024,1,1,1,1282786651,item,2,0,1,Ice Cream Factory Visit & Trials (single),0,
Just Chocolate,Ice Cream,MINI_TUB_160GMS,5b5641cb-5e82-543b-b6fe-1014f0d327b6,a1df2a57-b94a-56db-b890-3cba1e7aa15c,1,1,1,fe18f747-ce4b-52b3-8aff-f4f37aa9afdb,unknown,0,0,0,,0,
Large Box Thermocol And Dry Ice Packaging,Extra,1_PIECE,35135dfb-b56a-53ba-a515-ce7c5cd1fe88,f8b92f1e-8f3b-5a1c-8615-215dd0b3a4cc,1,1,1,1288951244,item,1,0,1,Large Box Thermocol And Dry Ice Packaging,0,
"Lemongrass, Ginger & Lemon Jam Ice Cream",Ice Cream,FAMILY_TUB_500GMS,8b5194fc-8f8e-59ee-9367-e4d63f1a39a4,6326525b-bdc3-534a-9f1a-1f0586c04d1b,1,1,1,1300982024,item,5,0,1,"Lemongrass, Ginger & Lemon Jam Ice Cream (Family Tub (500gms))",3,Lemongrass Ginger & Lemon Jam | Lemongrass Ginger & Lemon Jam Ice Cream | Lemongrass Ginger Sample
"Lemongrass, Ginger & Lemon Jam Ice Cream",Ice Cream,JUNIOR_SCOOP_60GMS,8b5194fc-8f8e-59ee-9367-e4d63f1a39a4,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,2,2,2,1300982020 | 797299fd-04bd-58e8-a065-831c635bc130,item | unknown,2,0,1,"Lemongrass, Ginger & Lemon Jam Ice Cream (Junior Scoop (60gm))",3,Lemongrass Ginger & Lemon Jam | Lemongrass Ginger & Lemon Jam Ice Cream | Lemongrass Ginger Sample
"Lemongrass, Ginger & Lemon Jam Ice Cream",Ice Cream,MINI_TUB_160GMS,8b5194fc-8f8e-59ee-9367-e4d63f1a39a4,a1df2a57-b94a-56db-b890-3cba1e7aa15c,1,1,1,1300982022,item,66,0,3,"Lemongrass, Ginger & Lemon Jam Ice Cream (Mini Tub (160gms)) | Lemongrass, Ginger & Lemon Jam Ice Cream (Mini tub (160gms)) | Lemongrass, Ginger &amp; Lemon Jam Ice Cream (Mini Tub (160gms))",3,Lemongrass Ginger & Lemon Jam | Lemongrass Ginger & Lemon Jam Ice Cream | Lemongrass Ginger Sample
"Lemongrass, Ginger & Lemon Jam Ice Cream",Ice Cream,REGULAR_SCOOP_120GMS,8b5194fc-8f8e-59ee-9367-e4d63f1a39a4,b747b32a-ee01-59b9-b443-75581bb57863,1,1,1,1300982021,item,63,0,1,"Lemongrass, Ginger & Lemon Jam Ice Cream (Regular Scoop (120gm))",3,Lemongrass Ginger & Lemon Jam | Lemongrass Ginger & Lemon Jam Ice Cream | Lemongrass Ginger Sample
"Lemongrass, Ginger & Lemon Jam Ice Cream",Ice Cream,REGULAR_TUB_220GMS,8b5194fc-8f8e-59ee-9367-e4d63f1a39a4,e1b8037f-345a-52d6-ae94-cc115490705a,1,1,1,1300982023,item,25,0,1,"Lemongrass, Ginger & Lemon Jam Ice Cream (Regular Tub (220gms))",3,Lemongrass Ginger & Lemon Jam | Lemongrass Ginger & Lemon Jam Ice Cream | Lemongrass Ginger Sample
Masala Chai Ice Cream,Ice Cream,FAMILY_TUB_700ML,7e934374-853c-5250-a690-ad9f0abea8a4,ad6587f3-b7c1-536c-88cb-c48b0b610ada,1,1,1,1282581667,item,2,0,1,Masala Chai Ice Cream (Family Tub (700ml)),1,Masala Chai (60gm)
Masala Chai Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,7e934374-853c-5250-a690-ad9f0abea8a4,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,3,3,3,3fe25113-88be-5457-b3b7-3777b57626e9 | 54290389 | 721e9baa-1eb1-5346-86eb-2f94381f1bbd,addon | unknown,0,2,1,Masala Chai Ice Cream Small Scoop,1,Masala Chai (60gm)
Masala Chai Ice Cream,Ice Cream,MINI_TUB_160GMS,7e934374-853c-5250-a690-ad9f0abea8a4,a1df2a57-b94a-56db-b890-3cba1e7aa15c,1,1,1,84e16456-ed08-56b2-aa51-47f94815b57c,unknown,0,0,0,,1,Masala Chai (60gm)
Masala Chai Ice Cream,Ice Cream,MINI_TUB_200ML,7e934374-853c-5250-a690-ad9f0abea8a4,74f43046-a2ff-5e69-9b78-1724b6f0a030,4,4,4,1284985033 | 51949321 | 51949323 | 51949324,addon | item,22,14,4,Masala Chai Ice Cream (Mini Tub (160gms)) | Masala Chai Ice Cream (Mini tub (160gms)) | Masala Chai Ice Cream (Mini tub (200ml)) | Masala Chai Ice Cream 200ml,1,Masala Chai (60gm)
Masala Chai Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,7e934374-853c-5250-a690-ad9f0abea8a4,b747b32a-ee01-59b9-b443-75581bb57863,1,1,1,1284985186,item,21,0,2,Masala Chai Ice Cream (Regular Scoop (120gm)) | Masala Chai Ice Cream (Regular Scoop),1,Masala Chai (60gm)
Masala Chai Ice Cream,Ice Cream,REGULAR_TUB_300ML,7e934374-853c-5250-a690-ad9f0abea8a4,95cd7af2-383e-5449-893f-83f53bb658bf,1,1,1,1282581666,item,28,0,3,Masala Chai Ice Cream (Perfect Plenty (300ml)) | Masala Chai Ice Cream (Regular Tub (220gms)) | Masala Chai Ice Cream (Regular Tub (300ml)),1,Masala Chai (60gm)
Matcha Berries Ice Cream,Ice Cream,FAMILY_TUB_500GMS,44b22abe-2ca0-5a2e-8919-43396cfdecda,6326525b-bdc3-534a-9f1a-1f0586c04d1b,1,1,1,1299587668,item,1,0,1,Matcha Berries Ice Cream (Family Tub (500gms)),0,
Matcha Berries Ice Cream,Ice Cream,MINI_TUB_160GMS,44b22abe-2ca0-5a2e-8919-43396cfdecda,a1df2a57-b94a-56db-b890-3cba1e7aa15c,1,1,1,1299587666,item,30,0,2,Matcha Berries Ice Cream (Mini Tub (160gms)) | Matcha Berries Ice Cream (Mini tub (160gms)),0,
Matcha Berries Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,44b22abe-2ca0-5a2e-8919-43396cfdecda,b747b32a-ee01-59b9-b443-75581bb57863,1,1,1,1299587665,item,18,0,1,Matcha Berries Ice Cream (Regular Scoop (120gm)),0,
